Gene ID: PVP01_1031000
Chromosome: 10
Product Description: merozoite surface protein 3

Table: Names, Previous Identifiers, and Aliases
[Name/ID/Alias]	[Type]	
A0A1G4GZ26	alternate ID	
A0A1G4HET6	alternate ID	
A0A564ZWF2	alternate ID	
C5HZ11	alternate ID	
Q4KTV4	alternate ID	
Q4KTV6	alternate ID	
Q4KTV8	alternate ID	
Q4KTV9	alternate ID	
Q4KTW0	alternate ID	
Q4KTW2	alternate ID	
Q4KTW3	alternate ID	
Q86DH1	alternate ID	
Q86DH5	alternate ID	
UPI00090A845F	alternate ID	
VUZ96619.1	alternate ID	
MSP3H	synonym	
MSP3alpha	synonym	
Table: Orthologs and Paralogs within VEuPathDB
[Gene ID]	[Ortholog]	[Organism]	[Product]	[is syntenic]	
PVP01_1031000	AK88_02936	Plasmodium fragile strain nilgiri	hypothetical protein	no	
PVP01_1031000	AK88_03548	Plasmodium fragile strain nilgiri	hypothetical protein	no	
PVP01_1031000	AK88_03637	Plasmodium fragile strain nilgiri	hypothetical protein	no	
PVP01_1031000	AK88_03780	Plasmodium fragile strain nilgiri	hypothetical protein	no	
PVP01_1031000	AK88_04402	Plasmodium fragile strain nilgiri	hypothetical protein	no	
PVP01_1031000	AK88_04520	Plasmodium fragile strain nilgiri	hypothetical protein	no	
PVP01_1031000	AK88_04693	Plasmodium fragile strain nilgiri	hypothetical protein	no	
PVP01_1031000	AK88_04757	Plasmodium fragile strain nilgiri	hypothetical protein	no	
PVP01_1031000	AK88_05603	Plasmodium fragile strain nilgiri	hypothetical protein	no	
PVP01_1031000	C922_00420	Plasmodium inui San Antonio 1	hypothetical protein	no	
PVP01_1031000	C922_00427	Plasmodium inui San Antonio 1	hypothetical protein	no	
PVP01_1031000	C922_01171	Plasmodium inui San Antonio 1	hypothetical protein	no	
PVP01_1031000	C922_01550	Plasmodium inui San Antonio 1	hypothetical protein	no	
PVP01_1031000	C922_02019	Plasmodium inui San Antonio 1	hypothetical protein	no	
PVP01_1031000	C922_02263	Plasmodium inui San Antonio 1	hypothetical protein	no	
PVP01_1031000	C922_02398	Plasmodium inui San Antonio 1	hypothetical protein	no	
PVP01_1031000	C922_02847	Plasmodium inui San Antonio 1	hypothetical protein	no	
PVP01_1031000	C922_02867	Plasmodium inui San Antonio 1	hypothetical protein	no	
PVP01_1031000	C922_04478	Plasmodium inui San Antonio 1	hypothetical protein	no	
PVP01_1031000	C922_04793	Plasmodium inui San Antonio 1	hypothetical protein	no	
PVP01_1031000	C922_04831	Plasmodium inui San Antonio 1	hypothetical protein	no	
PVP01_1031000	C922_05196	Plasmodium inui San Antonio 1	hypothetical protein	no	
PVP01_1031000	C922_05783	Plasmodium inui San Antonio 1	hypothetical protein	no	
PVP01_1031000	C922_05853	Plasmodium inui San Antonio 1	hypothetical protein	no	
PVP01_1031000	HEP_00128000	Hepatocystis sp. ex Piliocolobus tephrosceles 2019	cysteine repeat modular protein 4, putative	no	
PVP01_1031000	HEP_00208300	Hepatocystis sp. ex Piliocolobus tephrosceles 2019	conserved protein, unknown function	no	
PVP01_1031000	HEP_00220500	Hepatocystis sp. ex Piliocolobus tephrosceles 2019	cysteine repeat modular protein 1	no	
PVP01_1031000	HEP_00220600	Hepatocystis sp. ex Piliocolobus tephrosceles 2019	conserved protein, unknown function	no	
PVP01_1031000	HEP_00226200	Hepatocystis sp. ex Piliocolobus tephrosceles 2019	hypothetical protein	no	
PVP01_1031000	HEP_00314000	Hepatocystis sp. ex Piliocolobus tephrosceles 2019	cysteine repeat modular protein 4	no	
PVP01_1031000	HEP_00331800	Hepatocystis sp. ex Piliocolobus tephrosceles 2019	conserved protein, unknown function	no	
PVP01_1031000	HEP_00340300	Hepatocystis sp. ex Piliocolobus tephrosceles 2019	hypothetical protein	no	
PVP01_1031000	HEP_00370000	Hepatocystis sp. ex Piliocolobus tephrosceles 2019	hypothetical protein	no	
PVP01_1031000	HEP_00372200	Hepatocystis sp. ex Piliocolobus tephrosceles 2019	circumsporozoite (CS) protein	no	
PVP01_1031000	HEP_00379200	Hepatocystis sp. ex Piliocolobus tephrosceles 2019	conserved protein, unknown function	no	
PVP01_1031000	HEP_00495100	Hepatocystis sp. ex Piliocolobus tephrosceles 2019	heat shock protein 86 family protein	no	
PVP01_1031000	PADL01_0013600	Plasmodium adleri G01	Plasmodium exported protein, unknown function	no	
PVP01_1031000	PADL01_0402800	Plasmodium adleri G01	conserved Plasmodium protein, unknown function	no	
PVP01_1031000	PADL01_0910500	Plasmodium adleri G01	cysteine repeat modular protein 1	no	
PVP01_1031000	PADL01_1035000	Plasmodium adleri G01	liver stage antigen 1	no	
PVP01_1031000	PADL01_1334500	Plasmodium adleri G01	reticulocyte binding protein 2 homologue a, putative	no	
PVP01_1031000	PADL01_1475200	Plasmodium adleri G01	cysteine repeat modular protein 4	no	
PVP01_1031000	PBANKA_0500600	Plasmodium berghei ANKA	fam-b protein	no	
PVP01_1031000	PBANKA_0508300	Plasmodium berghei ANKA	conserved Plasmodium protein, unknown function	no	
PVP01_1031000	PBANKA_0510200	Plasmodium berghei ANKA	conserved Plasmodium protein, unknown function	no	
PVP01_1031000	PBANKA_0605600	Plasmodium berghei ANKA	conserved Plasmodium protein, unknown function	no	
PVP01_1031000	PBANKA_0812400	Plasmodium berghei ANKA	cysteine repeat modular protein 1	no	
PVP01_1031000	PBANKA_1000041	Plasmodium berghei ANKA	fam-b protein	no	
PVP01_1031000	PBANKA_1000800	Plasmodium berghei ANKA	pre-mRNA splicing factor, putative	no	
PVP01_1031000	PBANKA_1216800	Plasmodium berghei ANKA	conserved Plasmodium protein, unknown function	no	
PVP01_1031000	PBANKA_1227100	Plasmodium berghei ANKA	U3 small nucleolar RNA-associated protein 14, putative	no	
PVP01_1031000	PBANKA_1236600	Plasmodium berghei ANKA	conserved Plasmodium protein, unknown function	no	
PVP01_1031000	PBANKA_1300800	Plasmodium berghei ANKA	cysteine repeat modular protein 4	no	
PVP01_1031000	PBANKA_1445700	Plasmodium berghei ANKA	conserved Plasmodium protein, unknown function	no	
PVP01_1031000	PBILCG01_0803800	Plasmodium billcollinsi G01	conserved Plasmodium protein, unknown function	no	
PVP01_1031000	PBILCG01_0915100	Plasmodium billcollinsi G01	cysteine repeat modular protein 1	no	
PVP01_1031000	PBILCG01_1035100	Plasmodium billcollinsi G01	liver stage antigen 1	no	
PVP01_1031000	PBILCG01_1352300	Plasmodium billcollinsi G01	tryptophan-rich antigen, putative	no	
PVP01_1031000	PBILCG01_1474400	Plasmodium billcollinsi G01	cysteine repeat modular protein 4	no	
PVP01_1031000	PBLACG01_0521600	Plasmodium blacklocki G01	conserved Plasmodium protein, unknown function	no	
PVP01_1031000	PBLACG01_0803300	Plasmodium blacklocki G01	conserved Plasmodium protein, unknown function	no	
PVP01_1031000	PBLACG01_0910900	Plasmodium blacklocki G01	cysteine repeat modular protein 1	no	
PVP01_1031000	PBLACG01_1117800	Plasmodium blacklocki G01	conserved Plasmodium protein, unknown function	no	
PVP01_1031000	PBLACG01_1320600	Plasmodium blacklocki G01	conserved Plasmodium protein, unknown function	no	
PVP01_1031000	PCHAS_0111100	Plasmodium chabaudi chabaudi	leucine-rich repeat protein	no	
PVP01_1031000	PCHAS_0213000	Plasmodium chabaudi chabaudi	Plasmodium exported protein, unknown function	no	
PVP01_1031000	PCHAS_0303200	Plasmodium chabaudi chabaudi	repetitive organellar protein, putative	no	
PVP01_1031000	PCHAS_0606700	Plasmodium chabaudi chabaudi	conserved Plasmodium protein, unknown function	no	
PVP01_1031000	PCHAS_0607400	Plasmodium chabaudi chabaudi	conserved Plasmodium protein, unknown function	no	
PVP01_1031000	PCHAS_0812700	Plasmodium chabaudi chabaudi	cysteine repeat modular protein 1, putative	no	
PVP01_1031000	PCHAS_1001700	Plasmodium chabaudi chabaudi	pre-mRNA splicing factor, putative	no	
PVP01_1031000	PCHAS_1101000	Plasmodium chabaudi chabaudi	skeleton-binding protein 1, putative	no	
PVP01_1031000	PCHAS_1110600	Plasmodium chabaudi chabaudi	conserved Plasmodium protein, unknown function	no	
PVP01_1031000	PCHAS_1237100	Plasmodium chabaudi chabaudi	conserved Plasmodium protein, unknown function	no	
PVP01_1031000	PCHAS_1304000	Plasmodium chabaudi chabaudi	cysteine repeat modular protein 4, putative	no	
PVP01_1031000	PCHAS_1342300	Plasmodium chabaudi chabaudi	conserved Plasmodium protein, unknown function	no	
PVP01_1031000	PCHAS_1351000	Plasmodium chabaudi chabaudi	conserved Plasmodium protein, unknown function	no	
PVP01_1031000	PCHAS_1446400	Plasmodium chabaudi chabaudi	conserved Plasmodium protein, unknown function	no	
PVP01_1031000	PCOAH_00001960	Plasmodium coatneyi Hackeri	Uncharacterized protein	no	
PVP01_1031000	PCOAH_00003900	Plasmodium coatneyi Hackeri	Uncharacterized protein	no	
PVP01_1031000	PCOAH_00006210	Plasmodium coatneyi Hackeri	Uncharacterized protein	no	
PVP01_1031000	PCOAH_00007000	Plasmodium coatneyi Hackeri	Uncharacterized protein	no	
PVP01_1031000	PCOAH_00008210	Plasmodium coatneyi Hackeri	Uncharacterized protein	no	
PVP01_1031000	PCOAH_00014420	Plasmodium coatneyi Hackeri	Uncharacterized protein	no	
PVP01_1031000	PCOAH_00015350	Plasmodium coatneyi Hackeri	Uncharacterized protein	no	
PVP01_1031000	PCOAH_00015490	Plasmodium coatneyi Hackeri	Uncharacterized protein	no	
PVP01_1031000	PCOAH_00016370	Plasmodium coatneyi Hackeri	Uncharacterized protein	no	
PVP01_1031000	PCOAH_00018070	Plasmodium coatneyi Hackeri	Uncharacterized protein	no	
PVP01_1031000	PCOAH_00023480	Plasmodium coatneyi Hackeri	hypothetical protein	no	
PVP01_1031000	PCOAH_00028430	Plasmodium coatneyi Hackeri	Merozoite surface protein 3	no	
PVP01_1031000	PCOAH_00031440	Plasmodium coatneyi Hackeri	Merozoite surface protein 3	no	
PVP01_1031000	PCOAH_00031450	Plasmodium coatneyi Hackeri	Merozoite surface protein	no	
PVP01_1031000	PCOAH_00037050	Plasmodium coatneyi Hackeri	Uncharacterized protein	no	
PVP01_1031000	PCOAH_00047490	Plasmodium coatneyi Hackeri	Uncharacterized protein	no	
PVP01_1031000	PCOAH_00048110	Plasmodium coatneyi Hackeri	Uncharacterized protein	no	
PVP01_1031000	PCOAH_00048130	Plasmodium coatneyi Hackeri	Uncharacterized protein	no	
PVP01_1031000	PCOAH_00052920	Plasmodium coatneyi Hackeri	Merozoite surface protein 3	no	
PVP01_1031000	PCYB_004060	Plasmodium cynomolgi strain B	CYIR protein	no	
PVP01_1031000	PCYB_031580	Plasmodium cynomolgi strain B	hypothetical protein	no	
PVP01_1031000	PCYB_032790	Plasmodium cynomolgi strain B	hypothetical protein	no	
PVP01_1031000	PCYB_041030	Plasmodium cynomolgi strain B	Pv-fam-b protein	no	
PVP01_1031000	PCYB_042780	Plasmodium cynomolgi strain B	hypothetical protein	no	
PVP01_1031000	PCYB_061840	Plasmodium cynomolgi strain B	hypothetical protein	no	
PVP01_1031000	PCYB_062030	Plasmodium cynomolgi strain B	hypothetical protein	no	
PVP01_1031000	PCYB_063000	Plasmodium cynomolgi strain B	hypothetical protein	no	
PVP01_1031000	PCYB_071910	Plasmodium cynomolgi strain B	cysteine repeat modular protein	no	
PVP01_1031000	PCYB_074310	Plasmodium cynomolgi strain B	hypothetical protein	no	
PVP01_1031000	PCYB_082760	Plasmodium cynomolgi strain B	hypothetical protein	no	
PVP01_1031000	PCYB_103870	Plasmodium cynomolgi strain B	merozoite surface protein 3	no	
PVP01_1031000	PCYB_103890	Plasmodium cynomolgi strain B	merozoite surface protein 3	no	
PVP01_1031000	PCYB_103910	Plasmodium cynomolgi strain B	merozoite surface protein 3	no	
PVP01_1031000	PCYB_103940	Plasmodium cynomolgi strain B	merozoite surface protein 3	no	
PVP01_1031000	PCYB_103950	Plasmodium cynomolgi strain B	merozoite surface protein 3	no	
PVP01_1031000	PCYB_103960	Plasmodium cynomolgi strain B	merozoite surface protein 3	no	
PVP01_1031000	PCYB_112830	Plasmodium cynomolgi strain B	SET domain containing protein	no	
PVP01_1031000	PCYB_131560	Plasmodium cynomolgi strain B	hypothetical protein	no	
PVP01_1031000	PF3D7_0911300	Plasmodium falciparum 3D7	cysteine repeat modular protein 1	no	
PVP01_1031000	PF3D7_1036400	Plasmodium falciparum 3D7	liver stage antigen 1	no	
PVP01_1031000	PF3D7_1475400	Plasmodium falciparum 3D7	cysteine repeat modular protein 4	no	
PVP01_1031000	PGABG01_0111400	Plasmodium gaboni strain G01	glutamic acid-rich protein	no	
PVP01_1031000	PGABG01_0401400	Plasmodium gaboni strain G01	conserved Plasmodium protein, unknown function	no	
PVP01_1031000	PGABG01_0803200	Plasmodium gaboni strain G01	conserved Plasmodium protein, unknown function	no	
PVP01_1031000	PGABG01_0908900	Plasmodium gaboni strain G01	cysteine repeat modular protein 1	no	
PVP01_1031000	PGABG01_1034400	Plasmodium gaboni strain G01	liver stage antigen 1	no	
PVP01_1031000	PGABG01_1117800	Plasmodium gaboni strain G01	conserved Plasmodium protein, unknown function	no	
PVP01_1031000	PGABG01_1227400	Plasmodium gaboni strain G01	merozoite surface protein 9	no	
PVP01_1031000	PGABG01_1474200	Plasmodium gaboni strain G01	cysteine repeat modular protein 4	no	
PVP01_1031000	PGAL8A_00000200	Plasmodium gallinaceum 8A	fam-i protein	no	
PVP01_1031000	PGAL8A_00019300	Plasmodium gallinaceum 8A	conserved Plasmodium protein, unknown function	no	
PVP01_1031000	PGAL8A_00020000	Plasmodium gallinaceum 8A	conserved Plasmodium protein, unknown function	no	
PVP01_1031000	PGAL8A_00040900	Plasmodium gallinaceum 8A	fam-g protein	no	
PVP01_1031000	PGAL8A_00053200	Plasmodium gallinaceum 8A	fam-i protein	no	
PVP01_1031000	PGAL8A_00054900	Plasmodium gallinaceum 8A	conserved Plasmodium protein, unknown function	no	
PVP01_1031000	PGAL8A_00056600	Plasmodium gallinaceum 8A	apical sushi protein, putative	no	
PVP01_1031000	PGAL8A_00079300	Plasmodium gallinaceum 8A	U3 small nucleolar RNA-associated protein 14, putative	no	
PVP01_1031000	PGAL8A_00134500	Plasmodium gallinaceum 8A	protein KIC1, putative	no	
PVP01_1031000	PGAL8A_00180600	Plasmodium gallinaceum 8A	fam-i protein	no	
PVP01_1031000	PGAL8A_00188500	Plasmodium gallinaceum 8A	fam-g protein	no	
PVP01_1031000	PGAL8A_00188600	Plasmodium gallinaceum 8A	fam-g protein	no	
PVP01_1031000	PGAL8A_00191000	Plasmodium gallinaceum 8A	Plasmodium exported protein, unknown function	no	
PVP01_1031000	PGAL8A_00191300	Plasmodium gallinaceum 8A	Plasmodium exported protein, unknown function	no	
PVP01_1031000	PGAL8A_00194100	Plasmodium gallinaceum 8A	Plasmodium exported protein, unknown function	no	
PVP01_1031000	PGAL8A_00195900	Plasmodium gallinaceum 8A	cysteine repeat modular protein 4, putative	no	
PVP01_1031000	PGAL8A_00227000	Plasmodium gallinaceum 8A	conserved Plasmodium protein, unknown function	no	
PVP01_1031000	PGAL8A_00243100	Plasmodium gallinaceum 8A	RNA-binding protein, putative	no	
PVP01_1031000	PGAL8A_00243700	Plasmodium gallinaceum 8A	conserved Plasmodium protein, unknown function	no	
PVP01_1031000	PGAL8A_00266800	Plasmodium gallinaceum 8A	fam-g protein	no	
PVP01_1031000	PGAL8A_00266900	Plasmodium gallinaceum 8A	fam-g protein	no	
PVP01_1031000	PGAL8A_00267200	Plasmodium gallinaceum 8A	fam-g protein	no	
PVP01_1031000	PGAL8A_00267800	Plasmodium gallinaceum 8A	fam-g protein	no	
PVP01_1031000	PGAL8A_00269500	Plasmodium gallinaceum 8A	fam-i protein	no	
PVP01_1031000	PGAL8A_00270300	Plasmodium gallinaceum 8A	surface-associated interspersed protein (SURFIN)	no	
PVP01_1031000	PGAL8A_00271700	Plasmodium gallinaceum 8A	fam-i protein	no	
PVP01_1031000	PGAL8A_00271800	Plasmodium gallinaceum 8A	surface-associated interspersed protein (SURFIN)	no	
PVP01_1031000	PGAL8A_00272100	Plasmodium gallinaceum 8A	hypothetical protein	no	
PVP01_1031000	PGAL8A_00275000	Plasmodium gallinaceum 8A	EGF domain-containing protein, putative	no	
PVP01_1031000	PGAL8A_00315700	Plasmodium gallinaceum 8A	conserved Plasmodium protein, unknown function	no	
PVP01_1031000	PGAL8A_00320700	Plasmodium gallinaceum 8A	fam-i protein	no	
PVP01_1031000	PGAL8A_00321100	Plasmodium gallinaceum 8A	fam-i protein	no	
PVP01_1031000	PGAL8A_00322500	Plasmodium gallinaceum 8A	fam-g protein	no	
PVP01_1031000	PGAL8A_00322700	Plasmodium gallinaceum 8A	fam-g protein	no	
PVP01_1031000	PGAL8A_00322900	Plasmodium gallinaceum 8A	fam-g protein	no	
PVP01_1031000	PGAL8A_00325900	Plasmodium gallinaceum 8A	fam-g protein	no	
PVP01_1031000	PGAL8A_00326900	Plasmodium gallinaceum 8A	fam-g protein	no	
PVP01_1031000	PGAL8A_00327100	Plasmodium gallinaceum 8A	fam-g protein	no	
PVP01_1031000	PGAL8A_00327200	Plasmodium gallinaceum 8A	fam-i protein	no	
PVP01_1031000	PGAL8A_00328700	Plasmodium gallinaceum 8A	fam-g protein	no	
PVP01_1031000	PGAL8A_00329100	Plasmodium gallinaceum 8A	fam-g protein	no	
PVP01_1031000	PGAL8A_00354600	Plasmodium gallinaceum 8A	hypothetical protein	no	
PVP01_1031000	PGAL8A_00367100	Plasmodium gallinaceum 8A	conserved Plasmodium protein, unknown function	no	
PVP01_1031000	PGAL8A_00376400	Plasmodium gallinaceum 8A	fam-i protein	no	
PVP01_1031000	PGAL8A_00389600	Plasmodium gallinaceum 8A	conserved Plasmodium protein, unknown function	no	
PVP01_1031000	PGAL8A_00410700	Plasmodium gallinaceum 8A	hypothetical protein	no	
PVP01_1031000	PGAL8A_00410800	Plasmodium gallinaceum 8A	Plasmodium exported protein, unknown function	no	
PVP01_1031000	PGAL8A_00411600	Plasmodium gallinaceum 8A	reticulocyte binding protein, putative	no	
PVP01_1031000	PGAL8A_00412700	Plasmodium gallinaceum 8A	fam-i protein	no	
PVP01_1031000	PGAL8A_00424100	Plasmodium gallinaceum 8A	cysteine repeat modular protein 1, putative	no	
PVP01_1031000	PGAL8A_00426900	Plasmodium gallinaceum 8A	conserved Plasmodium protein, unknown function	no	
PVP01_1031000	PGAL8A_00450700	Plasmodium gallinaceum 8A	fam-i protein	no	
PVP01_1031000	PGAL8A_00473400	Plasmodium gallinaceum 8A	Plasmodium exported protein, unknown function	no	
PVP01_1031000	PCOAH_00000350	Plasmodium coatneyi Hackeri	Uncharacterized protein	no	
PVP01_1031000	PCYB_031080	Plasmodium cynomolgi strain B	hypothetical protein	no	
PVP01_1031000	PCYB_042710	Plasmodium cynomolgi strain B	hypothetical protein	no	
PVP01_1031000	PCYB_091020	Plasmodium cynomolgi strain B	hypothetical protein	no	
PVP01_1031000	PCYB_103880	Plasmodium cynomolgi strain B	merozoite surface protein 3	no	
PVP01_1031000	PCYB_127820	Plasmodium cynomolgi strain B	hypothetical protein	no	
PVP01_1031000	PGAL8A_00188300	Plasmodium gallinaceum 8A	fam-g protein	no	
PVP01_1031000	PGAL8A_00234400	Plasmodium gallinaceum 8A	conserved Plasmodium protein, unknown function	no	
PVP01_1031000	PGAL8A_00475600	Plasmodium gallinaceum 8A	Plasmodium exported protein, unknown function	no	
PVP01_1031000	PGAL8A_00490600	Plasmodium gallinaceum 8A	SAE2 domain-containing protein, putative	no	
PVP01_1031000	PGAL8A_00506400	Plasmodium gallinaceum 8A	hypothetical protein	no	
PVP01_1031000	PGSY75_0013100	Plasmodium gaboni strain SY75	liver stage antigen 1	no	
PVP01_1031000	PGSY75_0403200	Plasmodium gaboni strain SY75	hypothetical protein	no	
PVP01_1031000	PGSY75_0610200	Plasmodium gaboni strain SY75	hypothetical protein	no	
PVP01_1031000	PGSY75_0803100	Plasmodium gaboni strain SY75	hypothetical protein	no	
PVP01_1031000	PGSY75_0911300	Plasmodium gaboni strain SY75	cysteine repeat modular protein 1	no	
PVP01_1031000	PGSY75_1467600	Plasmodium gaboni strain SY75	hypothetical protein	no	
PVP01_1031000	PGSY75_1475400	Plasmodium gaboni strain SY75	cysteine repeat modular protein 4	no	
PVP01_1031000	PKA1H_030006000	Plasmodium knowlesi strain A1H1	conserved Plasmodium protein, unknown function	no	
PVP01_1031000	PKA1H_030024600	Plasmodium knowlesi strain A1H1	conserved Plasmodium protein, unknown function	no	
PVP01_1031000	PKA1H_040023100	Plasmodium knowlesi strain A1H1	repetitive organellar protein, putative	no	
PVP01_1031000	PKA1H_050020700	Plasmodium knowlesi strain A1H1	conserved Plasmodium protein, unknown function	no	
PVP01_1031000	PKA1H_070014300	Plasmodium knowlesi strain A1H1	cysteine repeat modular protein 1, putative	no	
PVP01_1031000	PKA1H_080012700	Plasmodium knowlesi strain A1H1	Plasmodium exported protein, unknown function	no	
PVP01_1031000	PKA1H_080042700	Plasmodium knowlesi strain A1H1	conserved Plasmodium protein, unknown function	no	
PVP01_1031000	PKA1H_090023500	Plasmodium knowlesi strain A1H1	conserved Plasmodium protein, unknown function	no	
PVP01_1031000	PKA1H_100035600	Plasmodium knowlesi strain A1H1	merozoite surface protein 3, putative	no	
PVP01_1031000	PKA1H_110007200	Plasmodium knowlesi strain A1H1	conserved Plasmodium protein, unknown function	no	
PVP01_1031000	PKA1H_110055700	Plasmodium knowlesi strain A1H1	Plasmodium exported protein, unknown function	no	
PVP01_1031000	PKA1H_120050300	Plasmodium knowlesi strain A1H1	cysteine repeat modular protein 4, putative	no	
PVP01_1031000	PKA1H_120051500	Plasmodium knowlesi strain A1H1	Plasmodium exported protein, unknown function	no	
PVP01_1031000	PKA1H_140063300	Plasmodium knowlesi strain A1H1	merozoite surface protein 3, putative	no	
PVP01_1031000	PKNH_0301000	Plasmodium knowlesi strain H	pre-mRNA splicing factor, putative	no	
PVP01_1031000	PKNH_0319500	Plasmodium knowlesi strain H	conserved Plasmodium protein, unknown function	no	
PVP01_1031000	PKNH_0418100	Plasmodium knowlesi strain H	repetitive organellar protein, putative	no	
PVP01_1031000	PKNH_0515200	Plasmodium knowlesi strain H	conserved Plasmodium protein, unknown function	no	
PVP01_1031000	PKNH_0709300	Plasmodium knowlesi strain H	cysteine repeat modular protein 1, putative	no	
PVP01_1031000	PKNH_0726500	Plasmodium knowlesi strain H	conserved Plasmodium protein, unknown function	no	
PVP01_1031000	PKNH_0837500	Plasmodium knowlesi strain H	GRIP domain-containing protein, putative	no	
PVP01_1031000	PKNH_0917700	Plasmodium knowlesi strain H	conserved protein, unknown function	no	
PVP01_1031000	PKNH_1030600	Plasmodium knowlesi strain H	merozoite surface protein 3, putative	no	
PVP01_1031000	PKNH_1149200	Plasmodium knowlesi strain H	Plasmodium exported protein, unknown function	no	
PVP01_1031000	PKNH_1245700	Plasmodium knowlesi strain H	cysteine repeat modular protein 4, putative	no	
PVP01_1031000	PKNH_1246900	Plasmodium knowlesi strain H	Plasmodium exported protein, unknown function	no	
PVP01_1031000	PKNH_1457400	Plasmodium knowlesi strain H	merozoite surface protein 3, putative	no	
PVP01_1031000	PKNOH_S02293300	Plasmodium knowlesi strain Malayan Strain Pk1 A	Uncharacterized protein	no	
PVP01_1031000	PKNOH_S02311900	Plasmodium knowlesi strain Malayan Strain Pk1 A	Uncharacterized protein	no	
PVP01_1031000	PKNOH_S04367800	Plasmodium knowlesi strain Malayan Strain Pk1 A	Uncharacterized protein	no	
PVP01_1031000	PKNOH_S06410800	Plasmodium knowlesi strain Malayan Strain Pk1 A	putative Cysteine repeat modular protein 1	no	
PVP01_1031000	PKNOH_S06428400	Plasmodium knowlesi strain Malayan Strain Pk1 A	Uncharacterized protein	no	
PVP01_1031000	PKNOH_S07468600	Plasmodium knowlesi strain Malayan Strain Pk1 A	putative Merozoite surface protein 3	no	
PVP01_1031000	PKNOH_S08491000	Plasmodium knowlesi strain Malayan Strain Pk1 A	Uncharacterized protein	no	
PVP01_1031000	PKNOH_S100035700	Plasmodium knowlesi strain Malayan Strain Pk1 A	Uncharacterized protein	no	
PVP01_1031000	PKNOH_S100066100	Plasmodium knowlesi strain Malayan Strain Pk1 A	Uncharacterized protein	no	
PVP01_1031000	PKNOH_S110116600	Plasmodium knowlesi strain Malayan Strain Pk1 A	putative Cysteine repeat modular protein 4	no	
PVP01_1031000	PKNOH_S110117800	Plasmodium knowlesi strain Malayan Strain Pk1 A	Uncharacterized protein	no	
PVP01_1031000	PKNOH_S120136500	Plasmodium knowlesi strain Malayan Strain Pk1 A	Uncharacterized protein	no	
PVP01_1031000	PKNOH_S130168200	Plasmodium knowlesi strain Malayan Strain Pk1 A	Uncharacterized protein	no	
PVP01_1031000	PKNOH_S130215900	Plasmodium knowlesi strain Malayan Strain Pk1 A	Uncharacterized protein	no	
PVP01_1031000	PKNOH_S140275900	Plasmodium knowlesi strain Malayan Strain Pk1 A	putative Merozoite surface protein 3	no	
PVP01_1031000	PPRFG01_0910300	Plasmodium praefalciparum strain G01	cysteine repeat modular protein 1	no	
PVP01_1031000	PPRFG01_1475900	Plasmodium praefalciparum strain G01	cysteine repeat modular protein 4	no	
